adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$6,400","$48,900",N/A,5/4,Kino Lorber,Documentary,Keep Quiet,2/17,456,Unrated,"February 17, 2017",1 hrs. 32 min.,KL,3,"$50,451",2017
"$11,500","$47,000",N/A,9/14,Magnolia,Comedy,Person To Person,7/28,457,Not Yet Rated,"July 28, 2017",1 hrs. 24 min.,Magn.,13,"$48,499",2017
"$1,300","$46,900",N/A,4/30,Parade Deck Films,Documentary,Saving Banksy,1/13,458,Unrated,"January 13, 2017",1 hrs. 20 min.,PDF,6,"$47,965",2017
"$10,500","$46,500",N/A,10/5,GKIDS,Animation,Napping Princess,9/8,459,Unrated,"September 8, 2017",1 hrs. 50 min.,GK,22,"$48,198",2017
"$4,300","$46,300",N/A,8/31,IFC,Drama,From the Land of the Moon,7/28,460,Unrated,"July 28, 2017",2 hrs. 0 min.,IFC,10,"$47,748",2017
"$21,500","$45,300",N/A,9/24,China Lion,Documentary,Twenty Two,9/8,461,Unrated,"September 8, 2017",1 hrs. 52 min.,CL,11,"$46,796",2017
"$6,200","$45,000",N/A,1/18,First Run,Documentary,Quest (2017),12/1,462,Unrated,"December 1, 2017",1 hrs. 44 min.,FRun,3,"$47,807",2017
"$6,900","$44,900",N/A,-,Rialto,Drama,Panique (2017 re-release),1/20,463,Unrated,"January 20, 2017",1 hrs. 38 min.,Rialto,3,"$46,041",2017
"$7,000","$44,900",N/A,11/9,Good Deed,Drama,So B. It,10/6,464,PG-13,"October 6, 2017",1 hrs. 38 min.,Good Deed,22,"$47,627",2017
"$6,700","$44,400",N/A,7/2,Cohen Media Group,Drama,Maurice (2017 reissue),5/19,465,R,"May 19, 2017",2 hrs. 20 min.,Cohen,4,"$45,926Domestic Lifetime Gross: $2,484,230",2017
"$11,100","$43,000",N/A,10/15,Rialto,Foreign,"Leon Morin, Priest (2017 re-release)",5/12,466,Unrated,"May 12, 2017",2 hrs. 10 min.,Rialto,2,"$44,511Domestic Lifetime Gross: $72,078",2017
"$20,800","$42,200",N/A,3/30,Well Go USA,Thriller,Bluebeard,3/17,467,Unrated,"March 17, 2017",1 hrs. 56 min.,WGUSA,14,"$43,144",2017
"$12,600","$41,700",N/A,11/2,Kino Lorber,Comedy / Drama,Hermia & Helena,5/26,469,Unrated,"May 26, 2017",1 hrs. 27 min.,KL,4,"$43,152",2017
"$7,800","$41,700",N/A,7/13,Cinema Guild,Drama,The Death of Louis XIV,3/31,468,Unrated,"March 31, 2017",1 hrs. 55 min.,CGld,6,"$43,113",2017
"$11,900","$41,300",N/A,10/12,A24,Drama / Thriller,Woodshock,9/22,470,R,"September 22, 2017",1 hrs. 40 min.,A24,39,"$42,603",2017
n/a,"$40,600",N/A,-,Matson Films,Documentary,The Settlers (2017),3/3,471,Unrated,"March 3, 2017",1 hrs. 47 min.,Mats.,6,"$41,562",2017
"$6,600","$40,200",N/A,6/29,Oscilloscope Pictures,Drama,One Week and a Day,4/28,472,Unrated,"April 28, 2017",1 hrs. 38 min.,Osci.,16,"$41,614",2017
n/a,"$39,700",N/A,5/4,Bond/360,Documentary,Karl Marx City,3/29,473,Unrated,"March 29, 2017",1 hrs. 29 min.,B360,4,"$41,072",2017
"$10,300","$38,800",N/A,10/12,Independent,Documentary,Unrest,9/22,474,Unrated,"September 22, 2017",1 hrs. 30 min.,INDEP,8,"$40,081",2017
"$8,900","$37,400",N/A,6/29,Magnolia,Drama,The Commune,5/19,475,Unrated,"May 19, 2017",1 hrs. 51 min.,Magn.,13,"$38,737",2017
"$4,900","$36,700",N/A,9/28,Film Movement,Documentary,I am the Blues,7/12,476,Unrated,"July 12, 2017",1 hrs. 56 min.,FM,5,"$37,849",2017
"$5,500","$36,600",N/A,2/22,GKIDS,Animation,Birdboy: The Forgotten Children,12/15,477,Unrated,"December 15, 2017",1 hrs. 16 min.,GK,9,"$38,786",2017
"$11,100","$36,400",N/A,8/3,Kino Lorber,Drama,A Woman's Life,5/5,478,Unrated,"May 5, 2017",1 hrs. 59 min.,KL,4,"$37,626",2017
"$2,300","$35,900",N/A,10/26,Magnolia,Documentary,School Life,9/8,479,PG-13,"September 8, 2017",1 hrs. 39 min.,Magn.,13,"$37,381",2017
"$3,500","$35,500",N/A,11/16,IFC,Documentary,78/52: Hitchcock's Shower Scene,10/13,480,Not Yet Rated,"October 13, 2017",1 hrs. 31 min.,IFC,22,"$37,664",2017
n/a,"$34,900",N/A,12/7,CJ Entertainment,Crime Drama,Heart Blackened,11/10,481,Unrated,"November 10, 2017",2 hrs. 5 min.,CJ,2,"$37,047",2017
"$14,500","$34,600",N/A,2/16,Good Deed,Drama,Growing Up Smith,2/3,482,PG-13,"February 3, 2017",1 hrs. 42 min.,Good Deed,12,"$35,312",2017
"$9,100","$34,300",N/A,-,Rialto,Drama,The Crime of Monsieur Lange (2017 re-release),11/17,483,Unrated,"November 17, 2017",1 hrs. 23 min.,Rialto,3,"$36,438",2017
"$7,200","$33,900",N/A,4/5,Cinema Guild,Drama,On the Beach at Night Alone,11/17,484,Unrated,"November 17, 2017",1 hrs. 41 min.,CGld,3,"$35,967",2017
n/a,"$33,800",N/A,4/20,"Monterey Media, Inc.",Drama,Sophie and the Rising Sun,1/20,485,R,"January 20, 2017",1 hrs. 56 min.,Mont.,8,"$34,630",2017
"$6,500","$33,500",N/A,9/28,Rialto,Drama,Le Trou (2017 re-release),6/28,486,Unrated,"June 28, 2017",2 hrs. 12 min.,Rialto,3,"$34,588",2017
"$7,500","$33,200",N/A,3/4,Cinema Guild,Documentary,Rat Film,9/15,487,Unrated,"September 15, 2017",1 hrs. 22 min.,CGld,4,"$35,195",2017
"$16,600","$33,100",N/A,9/7,Gravitas Ventures,Comedy,Dave Made a Maze,8/18,488,Unrated,"August 18, 2017",1 hrs. 21 min.,Grav.,17,"$34,117",2017
"$8,700","$32,400",N/A,2/12,IFC,Drama,Alone in Berlin,1/13,489,R,"January 13, 2017",1 hrs. 43 min.,IFC,5,"$33,125",2017
"$5,600","$32,300",N/A,8/17,Film Movement,Drama,Afterimage,5/19,490,Unrated,"May 19, 2017",1 hrs. 40 min.,FM,6,"$33,443",2017
"$1,700","$32,300",N/A,4/13,Abramorama,Romantic Comedy,Love & Taxes,3/3,491,Unrated,"March 3, 2017",1 hrs. 30 min.,Abr.,4,"$33,150",2017
"$16,200","$31,300",N/A,10/26,Super,Documentary,WASTED! The Story of Food Waste,10/13,492,Unrated,"October 13, 2017",1 hrs. 30 min.,Super,11,"$33,211",2017
"$18,700","$31,200",N/A,10/29,The Orchard,Drama / Thriller,Super Dark Times,9/29,493,Not Yet Rated,"September 29, 2017",1 hrs. 43 min.,Orch.,21,"$33,109",2017
"$4,300","$30,900",N/A,-,Grasshopper Film,Documentary,Spettacolo,9/8,494,Unrated,"September 8, 2017",1 hrs. 31 min.,Ghop,5,"$32,494",2017
"$5,900","$30,400",N/A,9/24,Abramorama,Documentary,Sidemen: Long Road to Glory,8/18,495,Unrated,"August 18, 2017",1 hrs. 18 min.,Abr.,6,"$31,399",2017
"$6,100","$30,200",N/A,3/23,Magnolia,Horror,XX (2017),2/17,496,R,"February 17, 2017",1 hrs. 20 min.,Magn.,16,"$30,911",2017
"$2,000","$30,200",N/A,1/7,Oscilloscope Pictures,Documentary,Brimstone and Glory,10/27,497,Unrated,"October 27, 2017",1 hrs. 7 min.,Osci.,8,"$32,059",2017
"$1,800","$30,100",N/A,6/25,Indican,Horror,7 Witches,4/21,498,Not Yet Rated,"April 21, 2017",1 hrs. 15 min.,Indic.,4,"$31,100",2017
"$18,300","$29,700",N/A,-,Newcity,Comedy,Signature Move,9/29,499,Unrated,"September 29, 2017",1 hrs. 20 min.,Newcity,2,"$31,551",2017
n/a,"$29,200",N/A,11/9,Kino Lorber,Drama,The Wound,3/15,500,Unrated,"March 15, 2017",1 hrs. 28 min.,KL,2,"$30,678",2017
n/a,"$29,100",N/A,-,Lucid Dreaming Inc.,Documentary,Uncertain,3/6,501,Unrated,"March 6, 2017",1 hrs. 21 min.,LucD.,6,"$29,736",2017
"$5,200","$29,000",N/A,-,Grasshopper Film,Thriller,Nocturama,8/11,502,Unrated,"August 11, 2017",2 hrs. 10 min.,Ghop,90,"$30,157",2017
"$4,000","$28,700",N/A,11/19,IFC,Documentary,Dealt,10/20,503,Not Yet Rated,"October 20, 2017",1 hrs. 25 min.,IFC,10,"$30,414",2017
"$20,300","$28,500",N/A,12/3,Atlas Distribution,Documentary,No Greater Love,11/10,504,Unrated,"November 10, 2017",1 hrs. 37 min.,ADC,22,"$30,247",2017
"$7,100","$28,300",N/A,-,Big World Pictures,Foreign,False Confessions,7/14,505,Unrated,"July 14, 2017",1 hrs. 25 min.,BWP,3,"$29,245",2017
"$5,800","$28,300",N/A,10/5,Magnolia,Comedy,Lemon,8/18,506,Not Yet Rated,"August 18, 2017",1 hrs. 23 min.,Magn.,13,"$29,258",2017
"$5,000","$28,200",N/A,11/5,Cinema Guild,Documentary,In Pursuit of Silence,6/23,507,Unrated,"June 23, 2017",1 hrs. 21 min.,CGld,2,"$29,834",2017
"$22,100","$27,700",N/A,5/29,Vertical Entertainment,Thriller,Berlin Syndrome,5/26,508,R,"May 26, 2017",1 hrs. 56 min.,VE,25,"$28,660",2017
"$1,600","$26,900",N/A,-,Matson Films,Comedy,Radio Dreams,6/2,509,Unrated,"June 2, 2017",1 hrs. 33 min.,Mats.,5,"$27,836",2017
"$4,100","$26,800",N/A,10/26,Well Go USA,Foreign,The Villainess,8/25,510,Unrated,"August 25, 2017",2 hrs. 4 min.,WGUSA,4,"$27,741",2017
"$2,600","$26,700",N/A,10/19,Strand,Drama,The Untamed,7/21,511,Unrated,"July 21, 2017",1 hrs. 40 min.,Strand,8,"$27,593",2017
"$4,900","$26,600",N/A,2/1,Indican,Documentary,30 Years of Garbage: The Garbage Pail Kids Story,8/11,512,Unrated,"August 11, 2017",1 hrs. 54 min.,Indic.,2,"$27,739",2017
"$5,500","$26,600",N/A,11/23,Indican,Action,Ribbons,9/22,513,R,"September 22, 2017",1 hrs. 35 min.,Indic.,5,"$27,959",2017
"$4,500","$26,200",N/A,-,Grasshopper Film,Documentary,Bronx Gothic,7/14,514,Unrated,"July 14, 2017",1 hrs. 31 min.,Ghop,4,"$27,151",2017
n/a,"$26,100",N/A,-,Icarus Films,Documentary,Mali Blues,2/13,515,Unknown,"February 13, 2017",1 hrs. 33 min.,Icar.,5,"$26,950",2017
n/a,"$25,600",N/A,4/13,Kino Lorber,Drama,The Daughter,1/27,516,Unrated,"January 27, 2017",1 hrs. 36 min.,KL,2,"$26,376",2017
n/a,"$25,500",N/A,2/16,Matson Films,Documentary,They Call Us Monsters,1/9,517,Unrated,"January 9, 2017",1 hrs. 22 min.,Mats.,8,"$26,080",2017
"$2,600","$24,500",N/A,3/22,Barn Owl,Documentary,Saving Brinton,9/17,518,Unrated,"September 17, 2017",1 hrs. 27 min.,BOP,3,"$25,840",2017
n/a,"$24,500",N/A,-,CAVU,Drama,Moscow Never Sleeps,6/19,519,Unrated,"June 19, 2017",1 hrs. 40 min.,CAVU,6,"$25,306",2017
"$7,600","$24,300",N/A,2/2,Janus Films,Comedy,The Marseille Trilogy,1/4,520,Unrated,"January 4, 2017",6 hrs. 36 min.,Jan.,1,"$24,787",2017
n/a,"$24,200",N/A,11/2,Cohen Media Group,Horror Comedy,The Old Dark House (2017 re-issue),10/27,521,Unrated,"October 27, 2017",1 hrs. 12 min.,Cohen,1,"$25,678",2017
"$4,700","$24,100",N/A,3/1,Indican,Action,The Lucky Man,12/21,522,Unrated,"December 21, 2017",1 hrs. 35 min.,Indic.,3,"$25,015",2017
n/a,"$23,700",N/A,-,Gathr Films,Documentary,Women Like Us,9/7,523,Unrated,"September 7, 2017",1 hrs. 32 min.,Gathr,3,"$25,071",2017
"$8,100","$23,500",N/A,8/31,Indican,Action,Jasmine,6/16,524,Not Yet Rated,"June 16, 2017",1 hrs. 25 min.,Indic.,3,"$24,248",2017
"$11,200","$23,300",N/A,12/10,CARUSEL,Drama,Paradise (2017) [Canada],11/17,525,Unrated,"November 17, 2017",2 hrs. 12 min.,CARUSEL,5,"$24,749Domestic Lifetime Gross: $39,622",2017
"$4,600","$23,200",N/A,12/7,Matson Films,Documentary,The Departure,10/13,526,Unrated,"October 13, 2017",1 hrs. 27 min.,Mats.,7,"$24,662",2017
"$6,300","$23,200",N/A,12/17,First Run,Documentary,Naples '44,11/29,527,Unrated,"November 29, 2017",1 hrs. 25 min.,FRun,2,"$24,620",2017
"$2,900","$23,100",N/A,10/15,Indican,Sci-Fi,Simple Creature,8/5,528,Unrated,"August 5, 2017",1 hrs. 32 min.,Indic.,3,"$23,918",2017
"$5,700","$22,900",N/A,6/15,Strand,Drama,"A Woman, a Part",3/22,529,Unrated,"March 22, 2017",1 hrs. 37 min.,Strand,3,"$23,562",2017
"$4,700","$22,500",N/A,5/11,Indican,Comedy / Drama,The Grace of Jake,2/3,530,PG,"February 3, 2017",1 hrs. 30 min.,Indic.,2,"$23,078",2017
"$10,900","$22,400",N/A,4/13,Magnolia,Documentary,My Scientology Movie,3/10,531,Not Yet Rated,"March 10, 2017",1 hrs. 39 min.,Magn.,6,"$22,936",2017
"$2,300","$22,300",N/A,5/18,FilmRise,Documentary,Finding Oscar,4/14,532,Unrated,"April 14, 2017",1 hrs. 34 min.,FR,16,"$23,116",2017
"$6,300","$22,200",N/A,6/22,Freestyle Releasing,Sci-Fi,The Recall,6/2,533,R,"June 2, 2017",1 hrs. 30 min.,Free,31,"$22,943",2017
"$9,900","$21,800",N/A,10/22,Vitagraph,Documentary,For Ahkeem,10/13,534,Unrated,"October 13, 2017",1 hrs. 30 min.,Vita.,4,"$23,136",2017
"$5,800","$21,500",N/A,10/29,Eammon Films,Drama / Thriller,Una,10/6,535,R,"October 6, 2017",1 hrs. 30 min.,EF,7,"$22,815",2017
"$4,500","$21,300",N/A,8/3,Strand,Drama,The Transfiguration,4/7,536,Unrated,"April 7, 2017",1 hrs. 37 min.,Strand,8,"$22,091",2017
"$1,700","$21,300",N/A,11/16,Indican,Drama,Paradise Club,9/8,537,Unrated,"September 8, 2017",1 hrs. 33 min.,Indic.,3,"$22,381",2017
"$2,800","$21,100",N/A,9/24,GKIDS,Animation,The Girl Without Hands,7/21,538,Unrated,"July 21, 2017",1 hrs. 16 min.,GK,7,"$21,787",2017
"$3,000","$20,600",N/A,11/5,Abramorama,Documentary,Bending the Arc,10/6,539,Unrated,"October 6, 2017",1 hrs. 42 min.,Abr.,3,"$21,907",2017
"$6,000","$20,600",N/A,12/7,Janus Films,Drama,The Passion of Joan of Arc (2017 re-release),11/24,540,Unrated,"November 24, 2017",1 hrs. 22 min.,Jan.,1,"$21,877",2017
$900,"$20,600",N/A,5/11,Indican,Horror,Massacre on Aisle 12,1/27,541,R,"January 27, 2017",1 hrs. 20 min.,Indic.,3,"$21,106",2017
"$3,400","$20,600",N/A,10/26,The Orchard,Documentary,Trophy,9/8,542,Unrated,"September 8, 2017",1 hrs. 49 min.,Orch.,21,"$21,439",2017
n/a,"$20,400",N/A,5/11,Bond/360,Documentary,God Knows Where I Am,3/31,543,Unrated,"March 31, 2017",1 hrs. 39 min.,B360,6,"$21,135",2017
"$5,000","$20,400",N/A,8/31,Indican,Horror Comedy,A Beginner's Guide to Snuff,6/23,544,Not Yet Rated,"June 23, 2017",1 hrs. 27 min.,Indic.,3,"$21,031",2017
n/a,"$20,300",N/A,8/24,Arrow Films,Comedy,Whisky Galore,5/12,545,Not Yet Rated,"May 12, 2017",1 hrs. 38 min.,Arrow,4,"$20,991",2017
"$2,100","$20,300",N/A,9/21,Indican,Sci-Fi,Man Underground,7/14,546,R,"July 14, 2017",1 hrs. 35 min.,Indic.,5,"$20,907",2017
n/a,"$20,100",N/A,5/18,The Orchard,Drama,All These Sleepless Nights,4/7,547,R,"April 7, 2017",1 hrs. 40 min.,Orch.,5,"$20,762",2017
"$12,100","$19,700",N/A,4/13,A24,Horror Thriller,The Blackcoat's Daughter,3/31,548,R,"March 31, 2017",1 hrs. 33 min.,A24,26,"$20,435",2017
n/a,"$19,500",N/A,6/1,Atlas Distribution,Sci-Fi Comedy,Absolutely Anything,5/12,549,R,"May 12, 2017",1 hrs. 25 min.,ADC,46,"$20,169",2017
"$10,000","$19,200",N/A,9/10,Cohen Media Group,Drama,Heat and Dust (2017 re-release),9/1,550,R,"September 1, 2017",2 hrs. 10 min.,Cohen,4,"$19,856Domestic Lifetime Gross: $1,761,291",2017
"$10,000","$19,200",N/A,11/2,Well Go USA,Thriller,RV: Resurrected Victims,10/20,552,Unrated,"October 20, 2017",1 hrs. 32 min.,WGUSA,11,"$20,374",2017
"$11,800","$19,200",N/A,10/26,Well Go USA,Horror,Better Watch Out,10/6,551,R,"October 6, 2017",1 hrs. 39 min.,WGUSA,25,"$20,369",2017
"$2,600","$19,200",N/A,4/1,Well Go USA,Foreign / Action,Ichi The Killer (2017 re-release),11/10,553,Unrated,"November 10, 2017",2 hrs. 9 min.,WGUSA,4,"$20,285",2017
"$1,900","$19,100",N/A,11/23,Indican,Sci-Fi,Man from Outerspace,9/8,554,Unrated,"September 8, 2017",1 hrs. 35 min.,Indic.,2,"$20,102",2017
"$9,800","$19,100",N/A,-,Epic Pictures,Drama / Thriller,Trafficked,10/6,555,R,"October 6, 2017",1 hrs. 40 min.,EpicPics,17,"$19,698",2017
"$5,200","$18,500",N/A,9/28,Rialto,Drama,L'important C'est D'aimer (2017 Re-Release),7/14,556,Unrated,"July 14, 2017",1 hrs. 49 min.,Rialto,2,"$19,120",2017
n/a,"$18,400",N/A,-,Gathr Films,Documentary,Boston (Gathr Release),8/22,557,Unrated,"August 22, 2017",1 hrs. 54 min.,Gathr,1,"$19,499Domestic Lifetime Gross: $383,868",2017
"$13,600","$18,300",N/A,4/13,The Orchard,Comedy / Drama,Carrie Pilby,3/31,558,Unrated,"March 31, 2017",1 hrs. 38 min.,Orch.,6,"$18,957",2017
"$9,400","$17,900",N/A,7/9,The Film Collaborative,Documentary,All The Rage: Saved by Sarno,6/23,559,Unrated,"June 23, 2017",1 hrs. 32 min.,TFC,1,"$18,489",2017
"$3,100","$17,800",N/A,6/1,Magnolia,Documentary,Burden,5/5,560,Unrated,"May 5, 2017",1 hrs. 28 min.,Magn.,13,"$18,440",2017
"$6,800","$17,800",N/A,11/5,Oscilloscope Pictures,Documentary,Bobbi Jene,9/22,561,Unrated,"September 22, 2017",1 hrs. 36 min.,Osci.,3,"$18,579",2017
"$3,600","$17,800",N/A,7/27,Film Movement,Drama,Glory (2017),4/12,562,Not Yet Rated,"April 12, 2017",1 hrs. 41 min.,FM,2,"$18,415",2017
n/a,"$17,600",,9/21,,,Clash,3/11,563,,,,KL,1,,2017
n/a,"$17,500",N/A,-,Gathr Films,Documentary,Hare Krishna! (Gathr Release),8/10,564,Unrated,"August 10, 2017",1 hrs. 30 min.,Gathr,1,"$18,522Domestic Lifetime Gross: $151,528",2017
"$6,600","$17,200",N/A,6/8,Abramorama,Documentary,The Last Shaman,5/12,565,Unrated,"May 12, 2017",1 hrs. 20 min.,Abr.,4,"$17,844",2017
"$4,000","$17,200",N/A,7/9,Argot Pictures,Documentary,Sacred,5/5,566,Unrated,"May 5, 2017",1 hrs. 26 min.,Argo.,4,"$17,740",2017
"$1,300","$17,100",N/A,-,Grasshopper Film,Documentary,Escapes,7/28,567,Unrated,"July 28, 2017",1 hrs. 29 min.,Ghop,4,"$17,778",2017
"$6,100","$16,900",N/A,12/17,FilmBuff,Documentary,Mansfield 66/67,10/27,568,Unrated,"October 27, 2017",1 hrs. 24 min.,FB,12,"$17,930",2017
"$3,200","$16,700",N/A,12/10,Parade Deck Films,Comedy,Bad Grandmas,11/3,569,Unrated,"November 3, 2017",1 hrs. 29 min.,PDF,6,"$17,688",2017
"$3,300","$16,600",N/A,9/14,Film Movement,Foreign,Harmonium,6/16,571,Unrated,"June 16, 2017",2 hrs. 0 min.,FM,4,"$17,191",2017
"$2,800","$16,600",N/A,8/3,Abramorama,Documentary,Food Evolution,6/23,570,Unrated,"June 23, 2017",1 hrs. 32 min.,Abr.,3,"$17,181",2017
n/a,"$16,500",N/A,-,Gathr Films,Documentary,Intent to Destory (Gathr release),12/4,572,Unrated,"December 4, 2017",1 hrs. 55 min.,Gathr,2,"$17,436Domestic Lifetime Gross: $30,630",2017
"$3,900","$16,300",N/A,7/27,Argot Pictures,Documentary,Swim Team,7/7,573,Unrated,"July 7, 2017",1 hrs. 40 min.,Argo.,3,"$16,783",2017
"$6,000","$16,200",N/A,4/20,Argot Pictures,Documentary,The Freedom to Marry,3/3,574,Unrated,"March 3, 2017",1 hrs. 26 min.,Argo.,3,"$16,611",2017
"$13,000","$16,000",N/A,12/10,Gravitas Ventures,Comedy,Brave New Jersey,8/4,575,Unrated,"August 4, 2017",1 hrs. 26 min.,Grav.,14,"$16,544",2017
n/a,"$15,900",N/A,4/20,Independent,Documentary,Mission Control: The Unsung Heroes of Apollo,4/14,576,Unrated,"April 14, 2017",1 hrs. 41 min.,INDEP,15,"$16,405",2017
n/a,"$15,600",N/A,-,Gathr Films,Documentary,33 & Beyond,10/13,577,Unrated,"October 13, 2017",1 hrs. 30 min.,Gathr,1,"$16,533",2017
n/a,"$15,500",N/A,-,Gathr Films,Documentary,Dying to Know: Ram Dass & Timothy Leary,1/23,578,Unrated,"January 23, 2017",1 hrs. 35 min.,Gathr,3,"$16,397",2017
"$2,900","$15,200",N/A,1/25,Oscilloscope Pictures,Drama,Song of Granite,11/15,579,Not Yet Rated,"November 15, 2017",1 hrs. 44 min.,Osci.,7,"$16,182",2017
"$6,200","$15,200",N/A,11/23,Argot Pictures,Documentary,All the Queen's Horses,11/10,580,Unrated,"November 10, 2017",1 hrs. 10 min.,Argo.,1,"$16,172",2017
n/a,"$15,000",N/A,-,Gathr Films,Documentary,Charged,10/4,581,Unrated,"October 4, 2017",1 hrs. 29 min.,Gathr,3,"$15,920",2017
$400,"$15,000",N/A,11/23,Kino Lorber,Action Comedy,Kills on Wheels,10/20,582,Unrated,"October 20, 2017",1 hrs. 45 min.,KL,1,"$15,898",2017
"$1,400","$14,900",N/A,4/27,Oscilloscope Pictures,Documentary,Contemporary Color,3/1,583,PG-13,"March 1, 2017",1 hrs. 37 min.,Osci.,5,"$15,305",2017
"$6,500","$14,700",N/A,4/27,Magnolia,Documentary,SHOT! The Psycho-Spiritual Mantra of Rock,4/7,584,Unrated,"April 7, 2017",1 hrs. 35 min.,Magn.,2,"$15,157",2017
"$6,100","$14,500",N/A,-,First Run,Documentary,Vince Giordano: There's a Future in the Past,1/13,585,Unrated,"January 13, 2017",1 hrs. 30 min.,FRun,1,"$14,807",2017
"$6,700","$14,300",N/A,8/24,Abramorama,Documentary,The Farthest,8/11,586,Unrated,"August 11, 2017",2 hrs. 0 min.,Abr.,2,"$14,773",2017
"$2,000","$14,200",N/A,2/15,Kino Lorber,Drama,Porto,11/17,587,Unrated,"November 17, 2017",1 hrs. 15 min.,KL,2,"$15,126",2017
"$3,100","$14,200",N/A,12/17,Icarus Films,Documentary,Rebels on Pointe,11/15,588,Unrated,"November 15, 2017",1 hrs. 30 min.,Icar.,3,"$15,088",2017
n/a,"$14,200",N/A,-,Gathr Films,Documentary,Defining Hope,11/3,589,Unrated,"November 3, 2017",1 hrs. 16 min.,Gathr,2,"$14,998",2017
n/a,"$14,200",N/A,2/23,Music Box Films,Documentary,Antarctica: Ice & Sky,1/20,590,Unrated,"January 20, 2017",1 hrs. 29 min.,MBox,5,"$14,475",2017
"$1,500","$14,100",N/A,-,Grasshopper Film,Documentary,Last Men in Aleppo,5/5,591,Unrated,"May 5, 2017",1 hrs. 50 min.,Ghop,5,"$14,637",2017
"$2,300","$14,000",N/A,12/14,Film Movement,Drama,Paradise (2017),10/6,592,Unrated,"October 6, 2017",2 hrs. 12 min.,FM,3,"$14,873Domestic Lifetime Gross: $39,622",2017
"$5,000","$13,400",N/A,12/21,Well Go USA,Action Drama,Brotherhood of Blades 2: The Infernal Battlefield,12/1,593,Unrated,"December 1, 2017",2 hrs. 0 min.,WGUSA,2,"$14,204",2017
$800,"$13,300",N/A,9/28,Distrib Films,Drama,After Love,8/9,594,Unrated,"August 9, 2017",1 hrs. 40 min.,Distrib.,5,"$13,693",2017
"$1,900","$13,300",N/A,12/7,Sony / Columbia,Comedy / Drama,Abracadabra,9/15,595,R,"September 15, 2017",1 hrs. 36 min.,Sony,10,"$13,975",2017
"$9,900","$13,200",N/A,9/21,Cohen Media Group,Documentary,Red Trees,9/15,596,Unrated,"September 15, 2017",1 hrs. 27 min.,Cohen,9,"$13,666",2017
"$3,300","$13,200",N/A,12/7,Film Movement,Western,Time to Die,9/15,598,Unrated,"September 15, 2017",1 hrs. 30 min.,FM,3,"$13,707",2017
"$5,000","$13,200",N/A,9/7,Well Go USA,Foreign,Legend of the Naga Pearls,8/25,597,Unrated,"August 25, 2017",1 hrs. 48 min.,WGUSA,4,"$13,588",2017
"$3,900","$12,700",N/A,-,Film Movement,Documentary,Shadowman,12/1,599,Unrated,"December 1, 2017",1 hrs. 22 min.,FM,4,"$13,498",2017
"$7,200","$12,600",N/A,3/23,Janus Films,Drama,Taipei Story (2017 re-release),3/17,600,Unrated,"March 17, 2017",1 hrs. 50 min.,Jan.,1,"$12,897",2017
"$5,400","$12,500",N/A,3/16,The Orchard,Drama,Junction 48,3/3,601,Unrated,"March 3, 2017",1 hrs. 36 min.,Orch.,2,"$12,795",2017
"$8,200","$12,400",N/A,11/19,Abramorama,Documentary,Intent to Destroy,11/10,602,Unrated,"November 10, 2017",1 hrs. 55 min.,Abr.,3,"$13,194Domestic Lifetime Gross: $30,630",2017
"$5,400","$12,100",N/A,1/11,Magnolia,Comedy,Permanent,12/15,603,PG-13,"December 15, 2017",1 hrs. 33 min.,Magn.,8,"$12,847",2017
"$12,100","$12,100",N/A,-,Vertical Entertainment,Drama,Blind,7/14,604,R,"July 14, 2017",1 hrs. 45 min.,VE,14,"$12,522",2017
"$10,500","$12,000",N/A,-,AMBI,Drama,In Search of Fellini,9/15,605,R,"September 15, 2017",1 hrs. 44 min.,AMBI,3,"$12,772",2017
"$1,500","$12,000",N/A,6/15,Kino Lorber,War Drama,Seven Beauties (2017 re-release),4/14,606,Unrated,"April 14, 2017",1 hrs. 56 min.,KL,2,"$12,408",2017
"$11,900","$11,900",N/A,10/22,Paladin,Documentary,Heal (2017),10/20,607,Unrated,"October 20, 2017",1 hrs. 46 min.,Pala.,1,"$12,668",2017
"$4,100","$11,900",N/A,4/27,Strand,Foreign,Staying Vertical,1/20,608,Unrated,"January 20, 2017",1 hrs. 40 min.,Strand,4,"$12,158",2017
"$3,600","$11,900",N/A,12/14,Cinema Guild,Comedy / Drama,4 Days in France,8/4,609,Unrated,"August 4, 2017",2 hrs. 17 min.,CGld,2,"$12,273",2017
"$1,600","$11,700",N/A,1/25,Strand,Music Drama,Felicite,10/27,610,Unrated,"October 27, 2017",2 hrs. 3 min.,Strand,5,"$12,433",2017
"$8,500","$11,100",N/A,5/18,FilmRise,Horror Thriller,Dead Awake (2017),5/12,611,Unrated,"May 12, 2017",1 hrs. 40 min.,FR,12,"$11,528",2017
"$2,200","$11,100",N/A,3/19,CJ Entertainment,Action Comedy,Saigon Bodyguards,2/3,612,Unrated,"February 3, 2017",N/A,CJ,2,"$11,314",2017
"$2,000","$11,000",N/A,9/10,Parade Deck Films,Documentary,Beside Bowie: The Mick Ronson Story,8/25,613,Unrated,"August 25, 2017",1 hrs. 48 min.,PDF,2,"$11,400",2017
